"";"beta";"RR.HR.OR";"PPR_alpha";"PPR_beta0";"PPR_beta1";"WeibullPH_k";"WeibullPH_lambda1";"WeibullPH_lambda0";"LL_a";"LL_b0";"LL_b1"
"1";0;1;0,858731664384141;0,00884685933938025;0,00884685933938025;0,915751816877487;88,2955606870595;88,2955606870595;0,973416409338824;70,8166298522265;70,8166298522265
"2";0,5;0,606530659712633;0,858731664384141;0,00884685933938025;0,00494218952577097;0,915751816877487;152,427533618353;88,2955606870595;0,973416409338824;70,8166298522265;118,362109093077
"3";0,25;0,778800783071405;0,858731664384141;0,00884685933938025;0,0066123260327251;0,915751816877487;116,011527638326;88,2955606870595;0,973416409338824;70,8166298522265;91,5532941415724
"4";-0,25;1,28402541668774;0,858731664384141;0,00884685933938025;0,011836518614392;0,915751816877487;67,2011324714826;88,2955606870595;0,973416409338824;70,8166298522265;54,7767845018484
"5";-0,5;1,64872127070013;0,858731664384141;0,00884685933938025;0,0158364869988611;0,915751816877487;51,1463109844844;88,2955606870595;0,973416409338824;70,8166298522265;42,369936646563
